selector_name,CV_train_score_mean,CV_train_score_std,CV_test_score_mean,CV_test_score_mean,CM_true_adult,CM_false_infant,CM_false_adult,CM_true_infant,norm_cenrot-x0,norm_cenrot-y0,norm_cenrot-x1,norm_cenrot-y1,norm_cenrot-x2,norm_cenrot-y2,norm_cenrot-x3,norm_cenrot-y3,norm_cenrot-x4,norm_cenrot-y4,norm_cenrot-x5,norm_cenrot-y5,norm_cenrot-x6,norm_cenrot-y6,norm_cenrot-x7,norm_cenrot-y7,norm_cenrot-x8,norm_cenrot-y8,norm_cenrot-x9,norm_cenrot-y9,norm_cenrot-x10,norm_cenrot-y10,norm_cenrot-x11,norm_cenrot-y11,norm_cenrot-x12,norm_cenrot-y12,norm_cenrot-x13,norm_cenrot-y13,norm_cenrot-x14,norm_cenrot-y14,norm_cenrot-x15,norm_cenrot-y15,norm_cenrot-x16,norm_cenrot-y16,norm_cenrot-x17,norm_cenrot-y17,norm_cenrot-x18,norm_cenrot-y18,norm_cenrot-x19,norm_cenrot-y19,norm_cenrot-x20,norm_cenrot-y20,norm_cenrot-x21,norm_cenrot-y21,norm_cenrot-x22,norm_cenrot-y22,norm_cenrot-x23,norm_cenrot-y23,norm_cenrot-x24,norm_cenrot-y24,norm_cenrot-x25,norm_cenrot-y25,norm_cenrot-x26,norm_cenrot-y26,norm_cenrot-x27,norm_cenrot-y27,norm_cenrot-x28,norm_cenrot-y28,norm_cenrot-x29,norm_cenrot-y29,norm_cenrot-x30,norm_cenrot-y30,norm_cenrot-x31,norm_cenrot-y31,norm_cenrot-x32,norm_cenrot-y32,norm_cenrot-x33,norm_cenrot-y33,norm_cenrot-x34,norm_cenrot-y34,norm_cenrot-x35,norm_cenrot-y35,norm_cenrot-x36,norm_cenrot-y36,norm_cenrot-x37,norm_cenrot-y37,norm_cenrot-x38,norm_cenrot-y38,norm_cenrot-x39,norm_cenrot-y39,norm_cenrot-x40,norm_cenrot-y40,norm_cenrot-x41,norm_cenrot-y41,norm_cenrot-x42,norm_cenrot-y42,norm_cenrot-x43,norm_cenrot-y43,norm_cenrot-x44,norm_cenrot-y44,norm_cenrot-x45,norm_cenrot-y45,norm_cenrot-x46,norm_cenrot-y46,norm_cenrot-x47,norm_cenrot-y47,norm_cenrot-x48,norm_cenrot-y48,norm_cenrot-x49,norm_cenrot-y49,norm_cenrot-x50,norm_cenrot-y50,norm_cenrot-x51,norm_cenrot-y51,norm_cenrot-x52,norm_cenrot-y52,norm_cenrot-x53,norm_cenrot-y53,norm_cenrot-x54,norm_cenrot-y54,norm_cenrot-x55,norm_cenrot-y55,norm_cenrot-x56,norm_cenrot-y56,norm_cenrot-x57,norm_cenrot-y57,norm_cenrot-x58,norm_cenrot-y58,norm_cenrot-x59,norm_cenrot-y59,norm_cenrot-x60,norm_cenrot-y60,norm_cenrot-x61,norm_cenrot-y61,norm_cenrot-x62,norm_cenrot-y62,norm_cenrot-x63,norm_cenrot-y63,norm_cenrot-x64,norm_cenrot-y64,norm_cenrot-x65,norm_cenrot-y65,norm_cenrot-x66,norm_cenrot-y66,norm_cenrot-x67,norm_cenrot-y67
sequential_feature_selector_num_20,0.9417662116040955,0.005096094475758551,0.9426982150269823,0.016866371557546778,677,12,51,359,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
rfe_num_20,0.9369880546075086,0.007253451951631983,0.9335948526359485,0.03583603481571238,665,24,49,361,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False
lasso_regulation_num_20,0.9415376460854278,0.003570467252994198,0.9372270651722708,0.015550602519182954,671,18,51,359,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
random_forest_classifier_num_20,0.8939947254111077,0.0068000688964277144,0.8881070983810708,0.03509847262365271,653,36,87,323,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False
f_classif_num_30,0.8425837728824078,0.00877774442504328,0.8380531340805314,0.04330908263614184,637,52,126,284,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True
mutual_info_classif_num_30,0.852593339538732,0.008650667615205753,0.8471523453715234,0.030559234122978313,638,51,117,293,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True
sequential_feature_selector_num_30,0.9547308408315234,0.002834425672712463,0.9527023661270236,0.014511253056813047,678,11,41,369,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False
rfe_num_30,0.9399462198779605,0.004783462219262859,0.935417185554172,0.03427971678412114,665,24,47,363,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,True,False,False,False,False,False,False,False,True,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
lasso_regulation_num_30,0.9369880546075084,0.0032677930827570787,0.9317808219178083,0.020073027872917485,667,22,53,357,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
random_forest_classifier_num_30,0.92356758713414,0.006718140218558634,0.9190410958904109,0.035684961385196015,662,27,62,348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
f_classif_num_50,0.8710210466439134,0.0073222156361139636,0.8617185554171855,0.031215517708127596,644,45,107,303,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
mutual_info_classif_num_50,0.8773898541731306,0.005225243379204562,0.8735533416355334,0.035985649949488954,647,42,97,313,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True
sequential_feature_selector_num_50,0.9531383803909401,0.00318047131784134,0.953607305936073,0.016082978415506415,678,11,40,370,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,True,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,True,False,True,False,False,True,False,False,False,False,False
rfe_num_50,0.9483620333023064,0.0027512945796452416,0.9381444582814445,0.028518753356343306,665,24,44,366,False,False,False,False,False,True,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,False,True,False,False,False,False,False,True,True,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True
lasso_regulation_num_50,0.9369880546075084,0.0032677930827570787,0.9317808219178083,0.020073027872917485,667,22,53,357,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False
random_forest_classifier_num_50,0.92356758713414,0.006718140218558634,0.9190410958904109,0.035684961385196015,662,27,62,348,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
